web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1668866427-1","https://shopee.co.id/mall/brands/11042849","69Slam","https://shopee.co.id/69slam","","439","45% (hitungan jam)","7,4RB","4.8 (1,7RB penilaian)","24 bulan lalu","null","KAB. BADUNG","30%off69slam Sandal pria ARSIKI-ATMurah LebayRp285.000Rp200.000108 TerjualKAB. BADUNG","https://shopee.co.id/69slam-Sandal-pria-ARSIKI-AT-i.340815435.12428025981?sp_atk=a6c4aaf7-4270-4cae-a744-d438df9c1306&xptdk=a6c4aaf7-4270-4cae-a744-d438df9c1306","null","null","null","null","null"
"1668866478-2","https://shopee.co.id/mall/brands/11042849","4CM","https://shopee.co.id/4cmstore","","508","39% (hitungan jam)","60,8RB","4.7 (28,5RB penilaian)","5 tahun lalu","null","KOTA DEPOK","30%off4CM Boxer black fireMurah LebayRp99.000Rp69.30010RB+ TerjualKOTA DEPOK","https://shopee.co.id/4CM-Boxer-black-fire-i.32984432.7155464356?sp_atk=59b7b599-0359-4bb8-b2e5-ec5d4d6295fe&xptdk=59b7b599-0359-4bb8-b2e5-ec5d4d6295fe","null","null","null","null","null"
"1668866517-3","https://shopee.co.id/mall/brands/11042849","4.20","https://shopee.co.id/4.20official","","121","81% (hitungan jam)","50,8RB","4.9 (7,2RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","40%off4.20 T-Shirt Philosophy Mandala NavyPilih 2, bayar Rp170.000Rp102.000 - Rp170.000322 TerjualKOTA BANDUNG","https://shopee.co.id/4.20-T-Shirt-Philosophy-Mandala-Navy-i.87828273.10739275158?sp_atk=cbf82100-d657-4871-8262-b21f3d274d72&xptdk=cbf82100-d657-4871-8262-b21f3d274d72","null","null","null","null","null"
"1668866597-4","https://shopee.co.id/mall/brands/11042849","3Second","https://shopee.co.id/3secondshop","","9,2RB","86% (hitungan jam)","451,2RB","4.9 (115,8RB penilaian)","6 tahun lalu","null","KOTA BANDUNG","40%off3Second Men Jacket 021021Diskon Rp15RBRp449.500Rp269.70049 TerjualKOTA BANDUNG","https://shopee.co.id/3Second-Men-Jacket-021021-i.18358818.11761195939?sp_atk=d3021c7d-9314-486a-adeb-b48d45e1b6d1&xptdk=d3021c7d-9314-486a-adeb-b48d45e1b6d1","null","null","null","null","null"
"1668866625-5","https://shopee.co.id/mall/brands/11042849","308ABSLTUNSCRD","https://shopee.co.id/308absltunscrd","","3,2RB","88% (hitungan jam)","64,5RB","4.8 (21,4RB penilaian)","4 tahun lalu","null","KAB. SLEMAN","10%off308 ABSLTUNSCRD - Bracelete Rubber Au Small Circle - BlackRp20.000Rp18.000216 TerjualKAB. SLEMAN","https://shopee.co.id/308-ABSLTUNSCRD-Bracelete-Rubber-Au-Small-Circle-Black-i.93881215.3918271445?sp_atk=390e1128-6d14-47aa-8d47-4c0fa5c07bab&xptdk=390e1128-6d14-47aa-8d47-4c0fa5c07bab","null","null","null","null","null"
"1668866652-6","https://shopee.co.id/mall/brands/11042849","3'NThree","https://shopee.co.id/3nthreeofficial","","241","90% (hitungan jam)","7,1RB","4.8 (378 penilaian)","3 tahun lalu","null","KOTA TANGERANG","40%off3Nthree kemeja koko Pria Muslim originalDiskon Rp2,5RBMurah LebayRp249.000Rp149.40032 TerjualKOTA TANGERANG","https://shopee.co.id/3Nthree-kemeja-koko-Pria-Muslim-original-i.184001696.15666321843?sp_atk=9bd698a1-9924-4d9b-9dc3-c77e805be01e&xptdk=9bd698a1-9924-4d9b-9dc3-c77e805be01e","null","null","null","null","null"
"1668866695-7","https://shopee.co.id/mall/brands/11042849","2nd Red","https://shopee.co.id/2ndred","","311","83% (hitungan jam)","8,9RB","4.8 (13RB penilaian)","5 tahun lalu","null","KAB. BANDUNG BARAT","62%off2nd Red Celana Jeans Legend Slim Fit Premium Bahan Melar Warna Biru Muda 133266Diskon 10%Rp399.900Rp151.9624,3RB TerjualKAB. BANDUNG BARAT","https://shopee.co.id/2nd-Red-Celana-Jeans-Legend-Slim-Fit-Premium-Bahan-Melar-Warna-Biru-Muda-133266-i.23917033.1889960272?sp_atk=ab5ebdf2-936f-47c9-9783-a5b7ba26ca04&xptdk=ab5ebdf2-936f-47c9-9783-a5b7ba26ca04","null","null","null","null","null"
"1668866724-8","https://shopee.co.id/mall/brands/11042849","2FAB4YOU","https://shopee.co.id/2fab4you","","149","40% (hitungan menit)","1,9RB","4.9 (426 penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","2FAB4YOU T-shirt OG FLAMINGO White/Putih - Pria/WanitaRp199.00013 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/2FAB4YOU-T-shirt-OG-FLAMINGO-White-Putih-Pria-Wanita-i.73775993.2881168942?sp_atk=501edd0b-ed90-4661-87d2-3c58f8258e7d&xptdk=501edd0b-ed90-4661-87d2-3c58f8258e7d","null","null","null","null","null"
"1668866765-9","https://shopee.co.id/mall/brands/11042849","17Seven","https://shopee.co.id/seventeenseven","","1,8RB","78% (hitungan jam)","80,4RB","4.7 (48,3RB penilaian)","4 tahun lalu","null","KOTA JAKARTA TIMUR","78%off17Seven Original Celana Panjang Chino 015-HITAM-AKMurah LebayRp409.000Rp90.00010RB+ TerjualKOTA JAKARTA TIMUR","https://shopee.co.id/17Seven-Original-Celana-Panjang-Chino-015-HITAM-AK-i.91485121.7350661850?sp_atk=763d2116-f795-4fd4-8b0d-e17dc8ecfb60&xptdk=763d2116-f795-4fd4-8b0d-e17dc8ecfb60","null","null","null","null","null"
"1668866847-10","https://shopee.co.id/mall/brands/11042849","07:35","https://shopee.co.id/0735_apparel","","52","73% (hitungan jam)","9,3RB","4.9 (1,4RB penilaian)","27 bulan lalu","null","KOTA JAKARTA UTARA","07:35 - Random SaleRp73.500243 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/07-35-Random-Sale-i.298491252.9975420944?sp_atk=e3088619-8c83-464a-94a0-1360d3529d29&xptdk=e3088619-8c83-464a-94a0-1360d3529d29","null","null","null","null","null"
"1668866906-11","https://shopee.co.id/mall/brands/11042849","Zweckout Label","https://shopee.co.id/zweckout_label.official","","81","95% (hitungan jam)","15,4RB","4.6 (16,1RB penilaian)","5 tahun lalu","null","KAB. BANDUNG","45%offZWECKOUT LABEL - Celana Joger Slim Fit Skinny Jogger Pants Pria Korean Style HitamDiskon Rp5RBMurah LebayRp160.000Rp87.90010RB+ TerjualKAB. BANDUNG","https://shopee.co.id/ZWECKOUT-LABEL-Celana-Joger-Slim-Fit-Skinny-Jogger-Pants-Pria-Korean-Style-Hitam-i.59825614.6716661856?sp_atk=ceeb600c-a018-4db9-8af1-b82afd54e268&xptdk=ceeb600c-a018-4db9-8af1-b82afd54e268","null","null","null","null","null"
"1668866934-12","https://shopee.co.id/mall/brands/11042849","Zhon Army","https://shopee.co.id/zhonarmy","","37","70% (hitungan jam)","4,2RB","4.5 (212 penilaian)","4 bulan lalu","null","KAB. BANDUNG","ZHON ARMY - Ciel UnderPants - Cd Boxer Pria RandomDiskon Rp50RBRp50.000 - Rp200.000465 TerjualKAB. BANDUNG","https://shopee.co.id/ZHON-ARMY-Ciel-UnderPants-Cd-Boxer-Pria-Random-i.832121891.16581051299?sp_atk=c2dbbab5-3c1c-472c-9ce8-0ede113b1ee3&xptdk=c2dbbab5-3c1c-472c-9ce8-0ede113b1ee3","null","null","null","null","null"
"1668866974-13","https://shopee.co.id/mall/brands/11042849","ZG Zegoboss","https://shopee.co.id/zgzegoboss","","54","87% (hitungan jam)","5,1RB","4.8 (1RB penilaian)","26 bulan lalu","null","KOTA JAKARTA PUSAT","ZEGO BOSS Celana Panjang Jeans Stretch Denim Regular Fit (Solid Black)Murah LebayRp565.000443 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/ZEGO-BOSS-Celana-Panjang-Jeans-Stretch-Denim-Regular-Fit-(Solid-Black)-i.307319831.7351957312?sp_atk=980d88cc-f858-4388-9ddb-294f81972b96&xptdk=980d88cc-f858-4388-9ddb-294f81972b96","null","null","null","null","null"
"1668867004-14","https://shopee.co.id/mall/brands/11042849","ZeroTwentyTwo","https://shopee.co.id/zerotwentytwo.id","","715","85% (hitungan jam)","72RB","4.8 (18,9RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","46%offZeroTwentyTwo T-shirt Transfer Black | Kaos Pria Parodi Plesetan Lucu ThrasherDiskon Rp2RBPilih 2, bayar Rp189.000Rp175.000Rp95.250874 TerjualKOTA BANDUNG","https://shopee.co.id/ZeroTwentyTwo-T-shirt-Transfer-Black-Kaos-Pria-Parodi-Plesetan-Lucu-Thrasher-i.175877695.7115926408?sp_atk=14043bf0-4a17-47b9-8639-0d7e1aa8abe9&xptdk=14043bf0-4a17-47b9-8639-0d7e1aa8abe9","null","null","null","null","null"
"1668867043-15","https://shopee.co.id/mall/brands/11042849","ZEROHEROES","https://shopee.co.id/zeroheroes.original","","435","97% (hitungan jam)","35,8RB","4.9 (12,3RB penilaian)","4 tahun lalu","null","KAB. MALANG","44%offZeroheroes | Kaos Kaki Tebal Premium Motif Garis OldschoolDiskon Rp1RBMurah LebayRp35.000Rp19.7002,3RB TerjualKAB. MALANG","https://shopee.co.id/Zeroheroes-Kaos-Kaki-Tebal-Premium-Motif-Garis-Oldschool-i.96006998.7450999154?sp_atk=d2545914-4ae5-414b-aabe-097538a03e48&xptdk=d2545914-4ae5-414b-aabe-097538a03e48","null","null","null","null","null"
"1668867075-16","https://shopee.co.id/mall/brands/11042849","Zaskia Mecca","https://shopee.co.id/zaskiamecca.official","","1,2RB","100% (hitungan jam)","1,9JT","4.8 (887,6RB penilaian)","6 tahun lalu","null","KOTA DEPOK","65%offZM Zaskia Mecca - Penyengat Dusty Green Scarf Kerudung Segi Empat Ultra SonicDiskon 10%Pilih 3, diskon 5%Rp189.000Rp67.0001,4RB TerjualKOTA DEPOK","https://shopee.co.id/ZM-Zaskia-Mecca-Penyengat-Dusty-Green-Scarf-Kerudung-Segi-Empat-Ultra-Sonic-i.12654106.6984957612?sp_atk=85157ba4-63a5-4af2-9638-8501804e2275&xptdk=85157ba4-63a5-4af2-9638-8501804e2275","null","null","null","null","null"
"1668867117-17","https://shopee.co.id/mall/brands/11042849","Zanetti","https://shopee.co.id/zanettiofficial","","33","100%","821","4.9 (16 penilaian)","27 bulan lalu","null","KOTA JAKARTA UTARA","ZL 75004 Zanetti Kemeja Basic Polos Slim Fit Lengan Panjang Hitam PekatRp249.0003 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/ZL-75004-Zanetti-Kemeja-Basic-Polos-Slim-Fit-Lengan-Panjang-Hitam-Pekat-i.300622025.9010811787?sp_atk=b7249fbe-7ae4-451a-a2a2-7b12ceb7cd73&xptdk=b7249fbe-7ae4-451a-a2a2-7b12ceb7cd73","null","null","null","null","null"
"1668867145-18","https://shopee.co.id/mall/brands/11042849","Zalora","https://shopee.co.id/tolliverofficialshop","","3,3RB","99% (hitungan jam)","120,1RB","4.8 (13,7RB penilaian)","3 tahun lalu","null","KOTA BEKASI","57%offTolliver Hoodies With Zipper NavyDiskon 5%Rp349.000Rp149.000233 TerjualKOTA BEKASI","https://shopee.co.id/Tolliver-Hoodies-With-Zipper-Navy-i.166667048.4439560886?sp_atk=2b876c6a-b1ca-4046-b0d8-3f2efcb719a2&xptdk=2b876c6a-b1ca-4046-b0d8-3f2efcb719a2","null","null","null","null","null"
"1668867169-19","https://shopee.co.id/mall/brands/11042849","Zaemerci","https://shopee.co.id/zaemerci","","105","97% (hitungan jam)","22,9RB","4.8 (13,2RB penilaian)","33 bulan lalu","null","KOTA BANDUNG","20%offZaemerci - Kimono Kanvas  Lengan Panjang  Pria | Outer Casual Unisex OriginalDiskon 50%Pilih 2, diskon Rp15.000Rp72.000 - Rp153.0004,8RB TerjualKOTA BANDUNG","https://shopee.co.id/Zaemerci-Kimono-Kanvas-Lengan-Panjang-Pria-Outer-Casual-Unisex-Original-i.228751626.9915157509?sp_atk=b2b517a8-f25e-4afc-a0e4-d0494887777a&xptdk=b2b517a8-f25e-4afc-a0e4-d0494887777a","null","null","null","null","null"
"1668867203-20","https://shopee.co.id/mall/brands/11042849","Yesterday","https://shopee.co.id/yesterdayofficial","","437","95% (hitungan jam)","125,9RB","4.7 (131,8RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","60%offYesterday Waistbag Full Print Takei BlackDiskon Rp2,5RBPilih 3, bayar Rp195.000Rp195.000Rp78.0002,7RB TerjualKOTA BANDUNG","https://shopee.co.id/Yesterday-Waistbag-Full-Print-Takei-Black-i.173440820.5556050824?sp_atk=316ec81a-1a07-4c0c-8a46-a245db70cc2f&xptdk=316ec81a-1a07-4c0c-8a46-a245db70cc2f","null","null","null","null","null"
"1668867231-21","https://shopee.co.id/mall/brands/11042849","YEGE","https://shopee.co.id/yegeindonesia","","592","42% (hitungan jam)","7,4RB","4.7 (4,8RB penilaian)","4 tahun lalu","null","KOTA JAKARTA UTARA","YEGE Kemeja Koko Pria Putih HADAAD Lengan PanjangRp149.900144 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/YEGE-Kemeja-Koko-Pria-Putih-HADAAD-Lengan-Panjang-i.85448016.6642570864?sp_atk=31b11255-fca0-4348-a729-8c76769805f3&xptdk=31b11255-fca0-4348-a729-8c76769805f3","null","null","null","null","null"
"1668867255-22","https://shopee.co.id/mall/brands/11042849","Yauds.co","https://shopee.co.id/yauds.co","","37","25% (hitungan jam)","1,3RB","4.8 (50 penilaian)","4 tahun lalu","null","KOTA JAKARTA SELATAN","YAUDS.co x SPEAK UP TshirtRp220.0008 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/YAUDS.co-x-SPEAK-UP-Tshirt-i.128826850.9467307541?sp_atk=9d4dff35-cbe3-481d-b26b-b062445e8de6&xptdk=9d4dff35-cbe3-481d-b26b-b062445e8de6","null","null","null","null","null"
"1668867280-23","https://shopee.co.id/mall/brands/11042849","Yard Sale","https://shopee.co.id/yardsaleofficial","","690","71% (hitungan jam)","657","4.9 (93 penilaian)","21 bulan lalu","null","KOTA JAKARTA PUSAT","50%offYard Sale Costuum Kitsune Nylon Waist Bag OliveRp399.000Rp199.5001 TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Yard-Sale-Costuum-Kitsune-Nylon-Waist-Bag-Olive-i.383744581.4081437312?sp_atk=c2bb0ece-cfcf-4deb-925d-b9b086205bc9&xptdk=c2bb0ece-cfcf-4deb-925d-b9b086205bc9","null","null","null","null","null"
"1668867306-24","https://shopee.co.id/mall/brands/11042849","YAMASURIH","https://shopee.co.id/yamasurih.official","","57","42% (hitungan menit)","null","1,1RB","4.9 (171 penilaian)","null","KOTA BANDUNG","Yamasurih - Kaos Hitam ""Pecker Bozo"" T-ShirtRp200.00034 TerjualKOTA BANDUNG","https://shopee.co.id/Yamasurih-Kaos-Hitam-Pecker-Bozo-T-Shirt-i.272365407.4863866211?sp_atk=68d9e00a-2d5e-448a-bf3e-249feca8ba25&xptdk=68d9e00a-2d5e-448a-bf3e-249feca8ba25","null","null","null","null","null"
"1668867330-25","https://shopee.co.id/mall/brands/11042849","YAJUGAYA","https://shopee.co.id/yajugayaindonesia","","null","89% (hitungan jam)","1,4RB","4.9 (231 penilaian)","3 tahun lalu","null","KOTA BEKASI","Yajugaya - SituasuRp215.00035 TerjualKOTA BEKASI","https://shopee.co.id/Yajugaya-Situasu-i.161754161.2429683023?sp_atk=eea4ae9a-163e-41e3-b2c6-386d084d80a3&xptdk=eea4ae9a-163e-41e3-b2c6-386d084d80a3","null","null","null","null","null"
"1668867357-26","https://shopee.co.id/mall/brands/11042849","XXMAKE","https://shopee.co.id/xxmake_official","","57","100% (hitungan menit)","81,3RB","4.8 (53,4RB penilaian)","31 bulan lalu","null","KAB. TANGERANG","51%offXXMake Elastic Cover Sofa Bed Penutup Sofa Pattern Modern Menarik Sarung Sofa Bed S M L Penutup Sofa Bed ElastisDiskon Rp4RBMurah LebayRp83.000 - Rp114.00010RB+ TerjualKAB. TANGERANG","https://shopee.co.id/XXMake-Elastic-Cover-Sofa-Bed-Penutup-Sofa-Pattern-Modern-Menarik-Sarung-Sofa-Bed-S-M-L-Penutup-Sofa-Bed-Elastis-i.253240817.12446645553?sp_atk=6c8d2a6c-f6c9-4dcd-b286-b29e1b2f6d38&xptdk=6c8d2a6c-f6c9-4dcd-b286-b29e1b2f6d38","null","null","null","null","null"
"1668867381-27","https://shopee.co.id/mall/brands/11042849","X8","https://shopee.co.id/x8official","","null","93% (hitungan jam)","159,7RB","4.9 (20,2RB penilaian)","5 tahun lalu","null","KOTA JAKARTA BARAT","50%offBLUELINE by X8 Nino T-Shirt Pakaian PriaHadiah GratisRp189.900Rp94.950380 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/BLUELINE-by-X8-Nino-T-Shirt-Pakaian-Pria-i.66854073.9423501364?sp_atk=eb58e747-75cb-4864-afa1-4adc174b1df5&xptdk=eb58e747-75cb-4864-afa1-4adc174b1df5","null","null","null","null","null"
"1668867409-28","https://shopee.co.id/mall/brands/11042849","X Urban Absolute","https://shopee.co.id/xurbandabsolute","","250","91% (hitungan jam)","172,7RB","4.8 (30,9RB penilaian)","33 bulan lalu","null","KAB. BANDUNG","20%offX Urband Absolute Jaket Sukajan Raion Terlaris A096Kombo HematRp60.000 - Rp89.60010RB+ TerjualKAB. BANDUNG","https://shopee.co.id/X-Urband-Absolute-Jaket-Sukajan-Raion-Terlaris-A096-i.224747419.9127208738?sp_atk=fe1bded0-4e88-434b-8159-1ca341029b65&xptdk=fe1bded0-4e88-434b-8159-1ca341029b65","null","null","null","null","null"
"1668867436-29","https://shopee.co.id/mall/brands/11042849","Wrangler","https://shopee.co.id/wranglerofficial","","1,1RB","58% (hitungan jam)","159RB","4.8 (29,9RB penilaian)","5 tahun lalu","null","KOTA BEKASI","10%offWrangler Jeans Texasbmcbc01A18Diskon Rp20RBRp459.900Rp413.910565 TerjualKOTA BEKASI","https://shopee.co.id/Wrangler-Jeans-Texasbmcbc01A18-i.55945766.4815275614?sp_atk=c3bf418f-c774-4a78-b6b8-3357db4dc6fa&xptdk=c3bf418f-c774-4a78-b6b8-3357db4dc6fa","null","null","null","null","null"
"1668867463-30","https://shopee.co.id/mall/brands/11042849","Worth ID","https://shopee.co.id/worthid.clothing","","438","86% (hitungan jam)","139,1RB","4.8 (42,5RB penilaian)","6 tahun lalu","null","KOTA BEKASI","25%offWORTH ID Kemeja Pria Cotton Pique Panjang BlackDiskon 50%Rp150.000 - Rp199.0002RB TerjualKOTA BEKASI","https://shopee.co.id/WORTH-ID-Kemeja-Pria-Cotton-Pique-Panjang-Black-i.11950297.1509390338?sp_atk=580614a4-2806-4adf-b6f9-1aa321f60f41&xptdk=580614a4-2806-4adf-b6f9-1aa321f60f41","null","null","null","null","null"
"1668867516-31","https://shopee.co.id/mall/brands/11042849","Wormhole","https://shopee.co.id/wormholestore","","528","91% (hitungan jam)","94,4RB","4.9 (12,8RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","5%offW.Essentiels Jaket Ecume Oversize Hoodie Olive EssentielsDiskon 10%Rp499.000Rp474.0501,2RB TerjualKOTA BANDUNG","https://shopee.co.id/W.Essentiels-Jaket-Ecume-Oversize-Hoodie-Olive-Essentiels-i.87216194.1455625420?sp_atk=6761d49a-b0fc-421c-9117-572c34f3ef40&xptdk=6761d49a-b0fc-421c-9117-572c34f3ef40","null","null","null","null","null"
"1668867540-32","https://shopee.co.id/mall/brands/11042849","Workout Streetwear","https://shopee.co.id/workoutstreetwear","","341","98% (hitungan jam)","111,4RB","4.8 (53RB penilaian)","25 bulan lalu","null","KOTA BANDUNG","51%offWorkout Streetwear Kaos Distro Cream BrokePilih 2, bayar Rp145.000Rp68.600 - Rp75.6008RB TerjualKOTA BANDUNG","https://shopee.co.id/Workout-Streetwear-Kaos-Distro-Cream-Broke-i.327711825.7884871886?sp_atk=ddcb3387-bae7-4b0a-a202-abed2d2e7baa&xptdk=ddcb3387-bae7-4b0a-a202-abed2d2e7baa","null","null","null","null","null"
"1668867565-33","https://shopee.co.id/mall/brands/11042849","Woof Pack","https://shopee.co.id/woofpack","","88","69% (hitungan jam)","2,6RB","4.6 (4RB penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","84%offTas Pouch Clutch Aksesoris Wanita Pria Multifungsi Woof Pack TCpouchXmi1Murah LebayRp70.000Rp10.9002,6RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Tas-Pouch-Clutch-Aksesoris-Wanita-Pria-Multifungsi-Woof-Pack-TCpouchXmi1-i.136847255.2090382228?sp_atk=5b697c66-7fca-4794-adb6-91012ca00fe1&xptdk=5b697c66-7fca-4794-adb6-91012ca00fe1","null","null","null","null","null"
"1668867592-34","https://shopee.co.id/mall/brands/11042849","Woodcutter","https://shopee.co.id/woodcutter","","174","95% (hitungan jam)","49,8RB","4.8 (22,1RB penilaian)","6 tahun lalu","null","KOTA BEKASI","16%offWOODCUTTER Kemeja Green Oakland Flannel ShirtPilih 2, diskon Rp5.000Rp189.000Rp159.5001,5RB TerjualKOTA BEKASI","https://shopee.co.id/WOODCUTTER-Kemeja-Green-Oakland-Flannel-Shirt-i.11559302.7532185453?sp_atk=a1682d27-6efc-44f5-858d-e4b0f8492d36&xptdk=a1682d27-6efc-44f5-858d-e4b0f8492d36","null","null","null","null","null"
"1668867616-35","https://shopee.co.id/mall/brands/11042849","Wood","https://shopee.co.id/woodofficialshop","","368","64% (hitungan jam)","10RB","4.9 (1,9RB penilaian)","25 bulan lalu","null","KOTA BEKASI","50%offWOOD Modern Fit Chino Pants 2-OPXBSC518O028 SandDiskon Rp20RBRp479.900Rp239.95071 TerjualKOTA BEKASI","https://shopee.co.id/WOOD-Modern-Fit-Chino-Pants-2-OPXBSC518O028-Sand-i.321648624.3371878387?sp_atk=52c1bc29-1456-48ea-ad62-c7f0dd3c2ebc&xptdk=52c1bc29-1456-48ea-ad62-c7f0dd3c2ebc","null","null","null","null","null"
"1668867654-36","https://shopee.co.id/mall/brands/11042849","Woffi Man","https://shopee.co.id/woffimanofficialshop","","null","94% (hitungan jam)","9,7RB","4.8 (2,6RB penilaian)","29 bulan lalu","null","KOTA SURABAYA","80%offWoffi Kaos Pria - Denimize StripesRp380.000Rp75.00083 TerjualKOTA SURABAYA","https://shopee.co.id/Woffi-Kaos-Pria-Denimize-Stripes-i.279757087.7345304149?sp_atk=f74b3337-369b-41b5-a8d8-a5e03f4c91cb&xptdk=f74b3337-369b-41b5-a8d8-a5e03f4c91cb","null","null","null","null","null"
